ぶた丼のとん田,4.4,北海道,軽食・その他グルメ,http://www.jalan.net/jalan/img/2/spot/0262/KL/c8519_0000268312.JPG,080-0006,北海道帯広市東六条南16-3,http://www.jalan.net/gourmet/grm_alikejpA000262866/
札幌場外市場,3.9,北海道,軽食・その他グルメ,http://www.jalan.net/jalan/img/4/spot/0154/KL/guide000000154562_2.jpg,060-0011,北海道札幌市中央区北11西21〜22,http://www.jalan.net/gourmet/grm_guide000000154562/
きのこ王国 本店,4.1,北海道,和食,http://www.jalan.net/jalan/img/9/spot/0869/KL/51039_0000207880.JPG,052-0000,北海道伊達市大滝区三階滝町637-1,http://www.jalan.net/gourmet/grm_alikejpA000869129/
北菓楼  小樽本館,4.3,北海道,カフェ・スイーツ,http://www.jalan.net/jalan/img/6/spot/0806/KL/d2a99_0000186554.jpg,047-0000,北海道小樽市堺町7-22,http://www.jalan.net/gourmet/grm_alikejpA000806860/
ラッキーピエロ 五稜郭公園前店,4.2,北海道,洋食,http://www.jalan.net/jalan/img/9/spot/0149/KL/foomoojH000149303_1.jpg,040-0000,北海道函館市五稜郭町30-14,http://www.jalan.net/gourmet/grm_foomoojH000149303/
マザーズ,4.1,北海道,カフェ・スイーツ,http://www.jalan.net/jalan/img/9/spot/0869/KL/b5bc8_0000184790.jpg,059-0900,北海道白老郡白老町字社台288,http://www.jalan.net/gourmet/grm_alikejpA000869063/
さえら,4.3,北海道,軽食・その他グルメ,http://www.jalan.net/jalan/img/4/spot/0154/KL/guide000000154609_2.jpg,060-0042,北海道札幌市中央区大通西2　都心ビル地下3階,http://www.jalan.net/gourmet/grm_guide000000154609/
函太郎 宇賀浦店,4.3,北海道,和食,http://www.jalan.net/jalan/img/6/spot/0146/KL/foomoojH000146813_1.jpg,040-0000,北海道函館市宇賀浦町14-4,http://www.jalan.net/gourmet/grm_foomoojH000146813/
みそラーメンよし乃本店,4.3,北海道,和食,http://www.jalan.net/jalan/img/4/spot/0174/KL/guide000000174836_1.jpg,078-8231,北海道旭川市豊岡1条1丁目1-8,http://www.jalan.net/gourmet/grm_guide000000174836/
カレーショップ インデアン 西２１条店,4.5,北海道,洋食,http://www.jalan.net/jalan/img/3/spot/0263/KL/55382_0000485967_1.JPG,080-0000,北海道帯広市西二十一条南2-6-152,http://www.jalan.net/gourmet/grm_alikejpA000263270/
ザ ブッフェ 大丸札幌店,4.1,北海道,各国料理,http://www.jalan.net/jalan/img/5/spot/0225/KL/foomoojH000225258_1.jpg,060-0000,北海道札幌市中央区北5条西4-7,http://www.jalan.net/gourmet/grm_foomoojH000225258/
平和園,4.5,北海道,和食,http://www.jalan.net/jalan/img/5/spot/0065/KL/7b836_0000322709.JPG,080-0010,北海道帯広市大通南12丁目1,http://www.jalan.net/gourmet/grm_01207fc3560065885/
函館 あじさい 本店,4.0,北海道,和食,http://www.jalan.net/jalan/img/8/spot/0148/KL/foomoojH000148386_1.jpg,040-0000,北海道函館市五稜郭町29-22,http://www.jalan.net/gourmet/grm_foomoojH000148386/
奥芝商店,4.2,北海道,洋食,http://www.jalan.net/jalan/img/1/spot/0071/KL/foomoojH000071360_1.jpg,060-0000,北海道札幌市中央区南8条西14丁目,http://www.jalan.net/gourmet/grm_foomoojH000071360/
五丈原,4.1,北海道,和食,http://www.jalan.net/jalan/img/4/spot/0174/KL/guide000000174832_2.png,064-0807,北海道札幌市中央区南7条西8丁目,http://www.jalan.net/gourmet/grm_guide000000174832/
らーめん　てつや,4.1,北海道,和食,http://www.jalan.net/jalan/img/4/spot/0174/KL/guide000000174830_1.jpg,004-0875,北海道札幌市清田区平岡5条1丁目2-1,http://www.jalan.net/gourmet/grm_guide000000174830/
ますやパン本店,4.3,北海道,軽食・その他グルメ,http://www.jalan.net/jalan/img/3/spot/0173/KL/guide000000173829_1.jpg,080-0011,北海道帯広市西1条南10-2,http://www.jalan.net/gourmet/grm_guide000000173829/
ハーベスター・八雲,4.1,北海道,和食,http://www.jalan.net/jalan/img/1/spot/0171/KL/bdf23_0000321309.jpg,049-3124,北海道二海郡八雲町浜松,http://www.jalan.net/gourmet/grm_01346fc3560171586/
たらこ家　虎杖浜,4.2,北海道,和食,http://www.jalan.net/jalan/img/3/spot/0173/KL/guide000000173827_1.jpg,059-0641,北海道白老郡白老町虎杖浜185,http://www.jalan.net/gourmet/grm_guide000000173827/
五島軒 本店,4.0,北海道,洋食,http://www.jalan.net/jalan/img/0/spot/0150/KL/foomoojH000150636_1.jpg,040-0000,北海道函館市末広町4-5,http://www.jalan.net/gourmet/grm_foomoojH000150636/
ガラク GARAKU,4.0,北海道,洋食,http://www.jalan.net/jalan/img/3/spot/0093/KL/foomoojH000093735_1.jpg,060-0000,北海道札幌市中央区南3条西2丁目7番地串鳥さん2階,http://www.jalan.net/gourmet/grm_foomoojH000093735/
厚岸味覚ターミナル・コンキリエ,4.2,北海道,和食,http://www.jalan.net/jalan/img/1/spot/0171/KL/af8ee_0000425828_1.JPG,088-1127,北海道厚岸郡厚岸町住の江2丁目2番地,http://www.jalan.net/gourmet/grm_01662fc3560171635/
ラッキーピエロ 森町 赤井川店,4.4,北海道,中華料理,http://www.jalan.net/jalan/img/9/spot/0149/KL/foomoojH000149073_1.jpg,049-2142,北海道茅部郡森町赤井川125,http://www.jalan.net/gourmet/grm_foomoojH000149073/
レストラン泉屋,4.2,北海道,洋食,http://www.jalan.net/jalan/img/0/spot/0100/KL/dc166_0000945156_2.JPG,085-0000,北海道釧路市末広町2-28,http://www.jalan.net/gourmet/grm_alikejpA000100531/
海鮮市場 北のグルメ,4.1,北海道,和食,http://www.jalan.net/jalan/img/3/spot/0173/KL/guide000000173825_2.jpg,060-0011,北海道札幌市中央区北11西22　中央卸売場外市場内,http://www.jalan.net/gourmet/grm_guide000000173825/
いずみ食堂,4.4,北海道,和食,http://www.jalan.net/jalan/img/0/spot/0260/KL/e0d8a_0000286242.JPG,055-0000,北海道沙流郡日高町緑町41-22,http://www.jalan.net/gourmet/grm_alikejpA000260828/
ピカンティ 札幌駅前店,4.4,北海道,洋食,http://www.jalan.net/jalan/img/2/spot/0142/KL/foomoojH000142917_1.jpg,060-0000,北海道札幌市中央区北2条西1丁目8番地4,http://www.jalan.net/gourmet/grm_foomoojH000142917/
柳月,4.2,北海道,軽食・その他グルメ,http://www.jalan.net/jalan/img/5/spot/0085/KL/01207ga3550085129_1.jpg,080-0010,北海道帯広市大通南8丁目,http://www.jalan.net/gourmet/grm_01207ga3550085129/
きくよ食堂,4.0,北海道,和食,http://www.jalan.net/jalan/img/1/spot/0161/KL/guide000000161949_1.jpg,040-0063,北海道函館市若松町11-9,http://www.jalan.net/gourmet/grm_guide000000161949/
白樺山荘 札幌エスタ店,4.2,北海道,和食,http://www.jalan.net/jalan/img/2/spot/0192/KL/foomoojH000192870_1.jpg,060-0000,北海道札幌市中央区北5条西2丁目1番地,http://www.jalan.net/gourmet/grm_foomoojH000192870/
鮨処　なごやか亭　北野店,4.4,北海道,和食,http://www.jalan.net/jalan/img/4/spot/0174/KL/guide000000174336_1.jpg,004-0865,北海道札幌市清田区北野5-5-20,http://www.jalan.net/gourmet/grm_guide000000174336/
小樽ビール小樽倉庫No.１,4.0,北海道,洋食,http://www.jalan.net/jalan/img/4/spot/0154/KL/guide000000154540_1.jpg,047-0007,北海道小樽市港町5-4,http://www.jalan.net/gourmet/grm_guide000000154540/
ＯＮＳＥＮ食堂,4.4,北海道,各国料理,http://www.jalan.net/jalan/img/8/spot/0178/KL/guide000000178531_1.jpg,061-2301,北海道札幌市南区定山渓６０８−２,http://www.jalan.net/gourmet/grm_guide000000178531/
らーめん　さんぱち,3.8,北海道,和食,http://www.jalan.net/jalan/img/4/spot/0174/KL/guide000000174837_1.jpg,065-0021,北海道札幌市東区北21条東7丁目1-24,http://www.jalan.net/gourmet/grm_guide000000174837/
函館まるかつ水産 本店,3.8,北海道,和食,http://www.jalan.net/jalan/img/9/spot/0149/KL/foomoojH000149202_1.jpg,040-0000,北海道函館市豊川町12-10,http://www.jalan.net/gourmet/grm_foomoojH000149202/
サルヴァトーレ クオモ SALVATORE CUOMO & BAR 札幌,4.1,北海道,洋食,http://www.jalan.net/jalan/img/6/spot/0196/KL/foomoojH000196918_1.jpg,001-0000,北海道札幌市北区北6条西5丁目1番地サツエキBridge1F,http://www.jalan.net/gourmet/grm_foomoojH000196918/
らーめん山頭火　本店,4.0,北海道,和食,http://www.jalan.net/jalan/img/4/spot/0174/KL/guide000000174831_1.jpg,070-0033,北海道旭川市1条8丁目348番地3,http://www.jalan.net/gourmet/grm_guide000000174831/
カレーショップ エス,3.9,北海道,洋食,http://www.jalan.net/jalan/img/7/spot/0027/KL/foomoojH000027895_1.jpg,060-0000,北海道札幌市中央区南3条西4丁目,http://www.jalan.net/gourmet/grm_foomoojH000027895/
レイモン元町店,4.4,北海道,軽食・その他グルメ,http://www.jalan.net/jalan/img/4/spot/0064/KL/01202fc3560064991_1.jpg,040-0054,北海道函館市元町３０-３,http://www.jalan.net/gourmet/grm_01202fc3560064991/
山川牧場,4.4,北海道,軽食・その他グルメ,http://www.jalan.net/jalan/img/3/spot/0173/KL/guide000000173426_2.jpg,041-1354,北海道亀田郡七飯町字大沼町628,http://www.jalan.net/gourmet/grm_guide000000173426/
串鳥番外地 すすきの店,4.4,北海道,和食,http://www.jalan.net/jalan/img/1/spot/0041/KL/foomoojH000041655_1.jpg,060-0000,北海道札幌市中央区南4条西3丁目N-PLACEビル,http://www.jalan.net/gourmet/grm_foomoojH000041655/
マジックスパイス カレー,4.1,北海道,洋食,http://www.jalan.net/jalan/img/6/spot/0156/KL/foomoojH000156682_1.jpg,003-0000,北海道札幌市白石区本郷通8南6-1,http://www.jalan.net/gourmet/grm_foomoojH000156682/
コーヒールーム きくち,4.3,北海道,カフェ・スイーツ,http://www.jalan.net/jalan/img/6/spot/0146/KL/foomoojH000146645_1.jpg,040-0000,北海道函館市湯川町3-13-19,http://www.jalan.net/gourmet/grm_foomoojH000146645/
すしざんまい すすきの店,4.0,北海道,和食,http://www.jalan.net/jalan/img/6/spot/0226/KL/foomoojH000226635_1.jpg,060-0000,北海道札幌市中央区南4条西3-9,http://www.jalan.net/gourmet/grm_foomoojH000226635/
定山渓鶴雅リゾートスパ森の謌 森ビュッフェ,4.5,北海道,洋食,http://www.jalan.net/jalan/img/7/spot/0297/KL/foomoojH000297999_1.jpg,005-0000,北海道札幌市南区定山渓温泉東3-192,http://www.jalan.net/gourmet/grm_foomoojH000297999/
海味 はちきょう 本店,4.1,北海道,和食,http://www.jalan.net/jalan/img/4/spot/0124/KL/foomoojH000124452_1.jpg,060-0000,北海道札幌市中央区南3条西3丁目都ビル1階,http://www.jalan.net/gourmet/grm_foomoojH000124452/
薮半,4.4,北海道,和食,http://www.jalan.net/jalan/img/0/spot/0160/KL/guide000000160895_1.jpg,047-0032,北海道小樽市稲穂2-19-14,http://www.jalan.net/gourmet/grm_guide000000160895/
函館ビヤホール,4.2,北海道,各国料理,http://www.jalan.net/jalan/img/5/spot/0145/KL/foomoojH000145825_1.jpg,040-0000,北海道函館市末広町14-12,http://www.jalan.net/gourmet/grm_foomoojH000145825/
国稀酒造,4.2,北海道,軽食・その他グルメ,http://www.jalan.net/jalan/img/4/spot/0154/KL/guide000000154216_1.jpg,077-0204,北海道増毛郡増毛町稲葉町1-17,http://www.jalan.net/gourmet/grm_guide000000154216/
回転寿しトリトン 旭神店,4.5,北海道,和食,http://www.jalan.net/jalan/img/5/spot/0265/KL/ad82e_0000409908_1.jpg,070-0000,北海道旭川市旭神町三条5-1,http://www.jalan.net/gourmet/grm_alikejpA000265279/
はげ天 本店,4.3,北海道,和食,http://www.jalan.net/jalan/img/2/spot/0262/KL/849f6_0000261136.JPG,080-0000,北海道帯広市西一条南10-5-2,http://www.jalan.net/gourmet/grm_alikejpA000262790/
ロテル・ド・北倶楽部,4.5,北海道,カフェ・スイーツ,http://www.jalan.net/jalan/img/4/spot/0154/KL/guide000000154400_1.jpg,070-0041,北海道旭川市上常磐町1,http://www.jalan.net/gourmet/grm_guide000000154400/
白樺山荘 本店,4.3,北海道,和食,http://www.jalan.net/jalan/img/2/spot/0192/KL/foomoojH000192867_1.jpg,005-0000,北海道札幌市南区真駒内柏丘3丁目,http://www.jalan.net/gourmet/grm_foomoojH000192867/
はこだてビール,4.0,北海道,各国料理,http://www.jalan.net/jalan/img/9/spot/0149/KL/foomoojH000149214_1.jpg,040-0000,北海道函館市大手町5-22,http://www.jalan.net/gourmet/grm_foomoojH000149214/
佐藤水産　サーモンファクトリー,4.0,北海道,和食,http://www.jalan.net/jalan/img/7/spot/0177/KL/guide000000177108_1.jpg,061-3243,北海道石狩市新港東1,http://www.jalan.net/gourmet/grm_guide000000177108/
松尾ジンギスカン　滝川本店,3.9,北海道,和食,http://www.jalan.net/jalan/img/5/spot/0065/KL/01225fc3560065543_1.jpg,073-0032,北海道滝川市明神町3丁目5番12号,http://www.jalan.net/gourmet/grm_01225fc3560065543/
ノースコンチネント マチノナカ,4.3,北海道,洋食,http://www.jalan.net/jalan/img/1/spot/0251/KL/foomoojH000251977_1.jpg,060-0000,北海道札幌市中央区南2条西1丁目マリアールビルB1F,http://www.jalan.net/gourmet/grm_foomoojH000251977/
もち米の里　ふうれん特産館,4.3,北海道,軽食・その他グルメ,http://www.jalan.net/jalan/img/5/spot/0175/KL/guide000000175056_1.jpg,098-0507,北海道上川郡風連町西町334-2,http://www.jalan.net/gourmet/grm_guide000000175056/
けやき 本店,4.1,北海道,和食,http://www.jalan.net/jalan/img/3/spot/0193/KL/foomoojH000193676_1.jpg,060-0000,北海道札幌市中央区南6条西3丁目,http://www.jalan.net/gourmet/grm_foomoojH000193676/
新倉屋,4.3,北海道,カフェ・スイーツ,http://www.jalan.net/jalan/img/4/spot/0154/KL/guide000000154509_1.jpg,047-0024,北海道小樽市花園1-3-1,http://www.jalan.net/gourmet/grm_guide000000154509/
サブウェイ SUBWAY 狸小路3丁目店,3.8,北海道,軽食・その他グルメ,http://www.jalan.net/jalan/img/6/spot/0226/KL/foomoojH000226864_1.jpg,060-0000,北海道札幌市中央区南2条西3-1-1,http://www.jalan.net/gourmet/grm_foomoojH000226864/
カレーショップ インデアン フクハラ西１８条店,4.4,北海道,洋食,,080-0000,北海道帯広市西十八条北1-30フクハラ西18条店,http://www.jalan.net/gourmet/grm_alikejpA000263336/
北一ホール,4.2,北海道,カフェ・スイーツ,http://www.jalan.net/jalan/img/9/spot/0869/KL/ac1a5_0000312615.jpg,047-0000,北海道小樽市堺町7-26北一硝子三号館,http://www.jalan.net/gourmet/grm_alikejpA000869082/
ルタオ 三越新千歳空港店,4.4,北海道,カフェ・スイーツ,http://www.jalan.net/jalan/img/3/spot/0943/KL/alikejpA000943598_1.jpg,066-0000,北海道千歳市美々987新千歳空港ターミナルビル2F,http://www.jalan.net/gourmet/grm_alikejpA000943598/
羊羊亭,3.8,北海道,アジア料理,http://www.jalan.net/jalan/img/8/spot/0148/KL/foomoojH000148376_1.jpg,040-0000,北海道函館市豊川町12-8,http://www.jalan.net/gourmet/grm_foomoojH000148376/
じんぎすかんの白樺,4.5,北海道,アジア料理,http://www.jalan.net/jalan/img/0/spot/0100/KL/404bc_0000345647.JPG,080-0000,北海道帯広市清川町西2線126,http://www.jalan.net/gourmet/grm_alikejpA000100568/
きのこ王国喜茂別店,4.1,北海道,洋食,http://www.jalan.net/jalan/img/6/spot/0636/KL/83ce9_0000207887.JPG,044-0200,北海道虻田郡喜茂別町字相川157,http://www.jalan.net/gourmet/grm_alikejpA000636117/
味の大王 室蘭本店,4.0,北海道,和食,http://www.jalan.net/jalan/img/9/spot/0259/KL/823c3_0000175912.jpg,050-0000,北海道室蘭市中央町2-9-3,http://www.jalan.net/gourmet/grm_alikejpA000259423/
和楽 小樽店,4.0,北海道,和食,http://www.jalan.net/jalan/img/2/spot/0302/KL/cdae4_0000228259.JPG,047-0000,北海道小樽市堺町3-1,http://www.jalan.net/gourmet/grm_alikejpA000302398/
唯我独尊,3.7,北海道,洋食,http://www.jalan.net/jalan/img/0/spot/0100/KL/f5dc4_0000328556.jpg,076-0000,北海道富良野市日の出町11-8,http://www.jalan.net/gourmet/grm_alikejpA000100218/
おうち 札幌 ouchi,4.1,北海道,カフェ・スイーツ,http://www.jalan.net/jalan/img/1/spot/0051/KL/foomoojH000051705_1.jpg,060-0000,北海道札幌市中央区南3条西7丁目7-26,http://www.jalan.net/gourmet/grm_foomoojH000051705/
プロント PRONTO 札幌駅地下街店,4.0,北海道,各国料理,http://www.jalan.net/jalan/img/4/spot/0114/KL/foomoojH000114662_1.jpg,060-0000,北海道札幌市中央区北5条西4丁目,http://www.jalan.net/gourmet/grm_foomoojH000114662/
ナナズグリーンティ札幌パルコ店,4.0,北海道,カフェ・スイーツ,http://www.jalan.net/jalan/img/6/spot/0226/KL/foomoojH000226591_1.jpg,060-0000,北海道札幌市中央区南1条西3丁目3パルコ5F,http://www.jalan.net/gourmet/grm_foomoojH000226591/
山の猿 アピア店,4.1,北海道,和食,http://www.jalan.net/jalan/img/7/spot/0027/KL/foomoojH000027881_1.jpg,060-0000,北海道札幌市中央区北5条西4丁目,http://www.jalan.net/gourmet/grm_foomoojH000027881/
牛角 札幌ステラプレイス店,4.2,北海道,アジア料理,http://www.jalan.net/jalan/img/7/spot/0027/KL/foomoojH000027100_1.jpg,060-0000,北海道札幌市中央区北5条西2丁目,http://www.jalan.net/gourmet/grm_foomoojH000027100/
札幌らっきょ,4.3,北海道,洋食,http://www.jalan.net/jalan/img/0/spot/0050/KL/foomoojH000050462_1.jpg,063-0000,北海道札幌市西区琴似1条1-7-7,http://www.jalan.net/gourmet/grm_foomoojH000050462/
珈琲 森の時計,4.4,北海道,カフェ・スイーツ,http://www.jalan.net/jalan/img/9/spot/0869/KL/4bf1f_0000368426.jpg,076-0000,北海道富良野市中御料,http://www.jalan.net/gourmet/grm_alikejpA000869238/
レストラン・ケルン,4.1,北海道,洋食,http://www.jalan.net/jalan/img/4/spot/0154/KL/guide000000154422_2.JPG,049-2142,北海道茅部郡森町字赤井川106-5,http://www.jalan.net/gourmet/grm_guide000000154422/
しこつ湖鶴雅リゾートスパ　水の謌(うた)　アマム,4.2,北海道,カフェ・スイーツ,http://www.jalan.net/jalan/img/8/spot/0948/KL/e1e80_0000371828.JPG,066-0000,北海道千歳市支笏湖温泉,http://www.jalan.net/gourmet/grm_alikejpA000948571/
アイスクリーム　花茶,4.1,北海道,カフェ・スイーツ,http://www.jalan.net/jalan/img/3/spot/0173/KL/guide000000173109_1.jpg,066-0004,北海道千歳市泉郷479,http://www.jalan.net/gourmet/grm_guide000000173109/
Ruhiel,4.5,北海道,カフェ・スイーツ,http://www.jalan.net/jalan/img/3/spot/0173/KL/guide000000173112_1.jpg,044-0081,北海道虻田郡倶知安町山田34-62,http://www.jalan.net/gourmet/grm_guide000000173112/
大戸屋 札幌,4.1,北海道,軽食・その他グルメ,http://www.jalan.net/jalan/img/0/spot/0160/KL/foomoojH000160377_1.jpg,060-0000,北海道札幌市中央区北5条西2札幌エスタ10階,http://www.jalan.net/gourmet/grm_foomoojH000160377/
あいす１１８,4.2,北海道,カフェ・スイーツ,http://www.jalan.net/jalan/img/3/spot/0173/KL/guide000000173115_1.jpg,042-0912,北海道函館市中野町118-17,http://www.jalan.net/gourmet/grm_guide000000173115/
奥芝商店 旭川店,4.1,北海道,洋食,http://www.jalan.net/jalan/img/2/spot/0942/KL/1f2bc_0000955981_3.jpg,070-0000,北海道旭川市旭町1条13-2146-14,http://www.jalan.net/gourmet/grm_alikejpA000942219/
鬼はそと福はうち,4.2,北海道,和食,http://www.jalan.net/jalan/img/8/spot/0028/KL/foomoojH000028158_1.jpg,060-0000,北海道札幌市中央区伏見1丁目3-11,http://www.jalan.net/gourmet/grm_foomoojH000028158/
串家物語 ススキノラフィラ店,4.0,北海道,和食,http://www.jalan.net/jalan/img/8/spot/0028/KL/foomoojH000028615_1.jpg,060-0000,北海道札幌市中央区南4条西4-1,http://www.jalan.net/gourmet/grm_foomoojH000028615/
やきとりの一平 中島本店,4.2,北海道,和食,http://www.jalan.net/jalan/img/7/spot/0297/KL/foomoojH000297352_1.jpg,050-0000,北海道室蘭市中島町1丁目17-3,http://www.jalan.net/gourmet/grm_foomoojH000297352/
Doremo LeTAO,4.0,北海道,軽食・その他グルメ,http://www.jalan.net/jalan/img/9/spot/0869/KL/alikejpA000869715_1.jpg,066-0000,北海道千歳市朝日町6,http://www.jalan.net/gourmet/grm_alikejpA000869715/
小野木,4.5,北海道,軽食・その他グルメ,http://www.jalan.net/jalan/img/0/kuchikomi/0180/KL/e865a_0000180568.jpg,070-0000,北海道旭川市東旭川北一条6-10-27,http://www.jalan.net/gourmet/grm_alikejpA000265012/
鯉川温泉旅館,4.5,北海道,軽食・その他グルメ,http://www.jalan.net/jalan/img/8/spot/0938/KL/26e6e_0000302541.JPG,048-1300,北海道磯谷郡蘭越町字湯里592,http://www.jalan.net/gourmet/grm_alikejpA000938812/
ツキサップじんぎすかんクラブ,4.1,北海道,和食,http://www.jalan.net/jalan/img/4/spot/0154/KL/guide000000154554_1.jpg,062-0053,北海道札幌市豊平区月寒東3-11,http://www.jalan.net/gourmet/grm_guide000000154554/
魚一心 ラフィラ店 回転寿司,4.1,北海道,和食,http://www.jalan.net/jalan/img/5/spot/0225/KL/foomoojH000225930_1.jpg,060-0000,北海道札幌市中央区南4条西4-1-1,http://www.jalan.net/gourmet/grm_foomoojH000225930/
すし善 大丸札幌店,4.3,北海道,和食,http://www.jalan.net/jalan/img/3/spot/0123/KL/foomoojH000123542_1.jpg,060-0000,北海道札幌市中央区北5条西4-7,http://www.jalan.net/gourmet/grm_foomoojH000123542/
ナッツ カフェ トリップ NUTS CAFE trip,4.0,北海道,各国料理,http://www.jalan.net/jalan/img/7/spot/0027/KL/foomoojH000027112_1.jpg,060-0000,北海道札幌市中央区北4条西2丁目,http://www.jalan.net/gourmet/grm_foomoojH000027112/
天金 旭川 てんきん,4.4,北海道,和食,http://www.jalan.net/jalan/img/9/spot/0029/KL/foomoojH000029357_1.jpg,070-0000,北海道旭川市4条通7丁目,http://www.jalan.net/gourmet/grm_foomoojH000029357/
炭火居酒屋 炎 すすきの ラフィラ店,4.4,北海道,和食,http://www.jalan.net/jalan/img/9/spot/0159/KL/foomoojH000159454_1.jpg,060-0000,北海道札幌市中央区南4条西4丁目1,http://www.jalan.net/gourmet/grm_foomoojH000159454/
らーめん 蔵,4.0,北海道,和食,http://www.jalan.net/jalan/img/2/spot/0302/KL/alikejpA000302337_1.jpg,070-0000,北海道旭川市豊岡五条2-4-3,http://www.jalan.net/gourmet/grm_alikejpA000302337/
あおぞら銭函３丁目,4.3,北海道,軽食・その他グルメ,http://www.jalan.net/jalan/img/7/spot/0257/KL/20fea_0000346879.JPG,047-0000,北海道小樽市銭函3-509-6,http://www.jalan.net/gourmet/grm_alikejpA000257024/
ガヤ GAJA すすきの店,4.1,北海道,アジア料理,http://www.jalan.net/jalan/img/6/spot/0026/KL/foomoojH000026666_1.jpg,060-0000,北海道札幌市中央区南5条西2丁目,http://www.jalan.net/gourmet/grm_foomoojH000026666/
蜂屋 本店,4.2,北海道,和食,http://www.jalan.net/jalan/img/4/spot/0264/KL/5545e_0000237545.JPG,070-0000,北海道旭川市3条通15丁目左8,http://www.jalan.net/gourmet/grm_alikejpA000264687/
炉ばた煉瓦,3.8,北海道,和食,http://www.jalan.net/jalan/img/0/spot/0100/KL/82452_0000185761.jpg,085-0000,北海道釧路市錦町3-5-3,http://www.jalan.net/gourmet/grm_alikejpA000100439/
サブウェイ SUBWAY 日本生命札幌ビル店,4.0,北海道,軽食・その他グルメ,http://www.jalan.net/jalan/img/6/spot/0226/KL/foomoojH000226860_1.jpg,060-0000,北海道札幌市中央区北3条西4-1-1,http://www.jalan.net/gourmet/grm_foomoojH000226860/
一文字 函館本店,4.0,北海道,和食,http://www.jalan.net/jalan/img/9/spot/0149/KL/foomoojH000149321_1.jpg,040-0000,北海道函館市湯川町2-1-3,http://www.jalan.net/gourmet/grm_foomoojH000149321/
